"approved_date","region","condition_name","brand_name","model_name","mfdate","mileage","mileage_v2","fuel_type","gearbox","price"
"2019-02-11",13,"used","Toyota","Fortuner","2017","8","38000","Diesel","Manual",980000000
"2019-02-11",12,"used","Toyota","Vios","2015","21","100000","Petrol","Manual",440045000
"2019-02-11",11,"used","Ford","Transit","2006","23","123456","Diesel","Manual",150000000
"2019-02-11",12,"used","Toyota","Camry","2011","13","60000","Petrol","Auto",620000000
"2019-02-11",3,"used","Kia","Cerato","2010","1","79","Petrol","Manual",335000000
"2019-02-11",12,"used","Toyota","Vios","2016","34","362500","Petrol","Auto",506000000
"2019-02-11",12,"used","Mazda","3","2017","2","5600","Petrol","Auto",668000000
"2019-02-11",8,"used","Daewoo","Lacetti","2010","3","10000","Petrol","Manual",200000000
"2019-02-11",13,"used","Mazda","3","2017","4","18000","Petrol","Auto",648000000
"2019-02-11",9,"used","Ford","Escape","2004","1","0","Petrol","Auto",185000000
"2019-02-11",13,"used","Kia","Carnival","2006","26","150000","Petrol","Manual",195000000
"2019-02-11",2,"used","Mazda","2","2011","11","52385","Petrol","Auto",350000000
"2019-02-11",13,"used","Mazda","6","2015","10","45000","Petrol","Auto",720000000
"2019-02-11",5,"used","Toyota","Innova","2009","26","156000","Petrol","Manual",400000000
"2019-02-11",4,"used","Kia","Morning","2011","27","161256","Petrol","Manual",158000000
"2019-02-11",2,"new","Hyundai","Grand i10","2018","1","0","Petrol","Manual",390000000
"2019-02-11",2,"used","Kia","Spectra","2004","2","8700","Petrol","Auto",110000000
"2019-02-11",2,"new","Toyota","Vios","2019","1","0","Petrol","Manual",586000000
"2019-02-11",13,"used","Fiat","500","2011","1","99","Petrol","Auto",400000000
"2019-02-11",13,"new","Toyota","Rush","2019","1","0","Petrol","Auto",20000000
"2019-02-11",13,"used","Toyota","Corona","1986","3","10000","Petrol","Manual",38000000
"2019-02-11",13,"new","Ford","Ranger","2018","1","0","Diesel","Auto",918000000
"2019-02-11",13,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-02-11",3,"used","Ford","Laser","2002","26","150000","Petrol","Manual",195000000
"2019-02-11",3,"used","Kia","K3000S","2011","21","100000","Diesel","Manual",210000000
"2019-02-11",12,"used","Toyota","Innova","2014","14","69000","Petrol","Manual",569000000
"2019-02-11",2,"used","Daewoo","Lacetti","2004","23","120000","Petrol","Manual",169000000
"2019-02-11",2,"used","Toyota","Zace","2004","28","170000","Petrol","Manual",275000000
"2019-02-11",13,"used","Kia","Morning","2018","1","4000","Petrol","Auto",395000000
"2019-02-11",13,"used","Mitsubishi","Jolie","2005","20","95000","Petrol","Manual",230000000
"2019-02-11",13,"new","Honda","CR V","2018","1","0","Petrol","Auto",1126000000
"2019-02-11",13,"new","Honda","CR V","2018","1","0","Petrol","Auto",1083000000
"2019-02-11",13,"used","Chevrolet","Orlando","2012","14","68000","Petrol","Manual",350000000
"2019-02-11",7,"used","Daewoo","Lanos","2003","10","45000","Petrol","Manual",85000000
"2019-02-11",13,"new","Honda","CR V","2019","1","0","Petrol","Auto",1093000000
"2019-02-11",13,"new","Kia","Sedona","2019","1","0","Petrol","Auto",1129000000
"2019-02-11",13,"used","Toyota","Fortuner","2015","25","143000","Diesel","Manual",825000000
"2019-02-11",13,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-02-11",6,"used","Mazda","2","2017","5","23000","Petrol","Auto",495000000
"2019-02-11",8,"used","Kia","Morning","2012","3","10000","Petrol","Auto",248000000
"2019-02-11",13,"new","Hyundai","Santa Fe","2019","1","0","Petrol","Auto",1135000000
"2019-02-11",12,"used","Ford","EcoSport","2016","33","300000","Petrol","Auto",525000000
"2019-02-11",8,"used","Ford","Ranger","2013","21","100000","Diesel","Manual",420000000
"2019-02-11",4,"used","Kia","Morning","2012","1","11","Petrol","Manual",185000000
"2019-02-11",12,"used","Kia","Cerato","2017","5","20000","Petrol","Auto",609000000
"2019-02-11",12,"used","Ford","Transit","2016","15","70000","Diesel","Manual",580000000
"2019-02-11",2,"used","Daewoo","Nubira","2002","26","155000","Petrol","Manual",
"2019-02-11",2,"used","Daewoo","Nubira","2002","26","155000","Petrol","Manual",
"2019-02-11",12,"used","Ford","Ranger","2016","8","38000","Diesel","Manual",560000000
"2019-02-11",11,"used","Suzuki","Alto","2008","5","20000","Petrol","Manual",90000000
"2019-02-11",5,"new","Suzuki","Celerio","2019","1","0","Petrol","Auto",329000000
"2019-02-11",13,"used","Toyota","Innova","2018","2","7000","Petrol","Manual",740000000
"2019-02-11",13,"used","Mazda","2","2016","14","67000","Petrol","Auto",470000000
"2019-02-11",2,"new","Honda","Jazz","2019","1","0","Petrol","Auto",624000000
"2019-01-22",13,"new","Kia","Sedona","2018","1","0","Diesel","Auto",1189000000
"2019-01-22",12,"used","Mazda","CX 3","2016","4","16000","Petrol","Auto",620000000
"2019-01-22",9,"used","Toyota","Land Cruiser","2006","21","100000","Petrol","Manual",640000000
"2019-01-22",12,"used","Mercedes Benz","GL Class","2015","9","44650",,"Auto",2790000000
"2019-01-22",4,"used","Toyota","Vios","2016","1","10","Petrol","Manual",440000000
"2019-01-22",13,"used","Chevrolet","Aveo","2015","1","45","Petrol","Manual",275000000
"2019-01-22",4,"used","Hyundai","Grand i10","2014","37","800000","Petrol","Manual",248000000
"2019-01-22",12,"used","Toyota","Fortuner","2018","1","2000","Diesel","Manual",1085000000
"2019-01-22",13,"used","Chevrolet","Aveo","2017","5","23000","Petrol","Manual",292000000
"2019-01-23",8,"used","Toyota","Vios","2010","2","5000","Petrol","Manual",305000000
"2019-01-23",2,"used","Toyota","Innova","2010","19","93000","Petrol","Manual",435000000
"2019-01-23",12,"used","Mazda","CX 5","2017","6","28000","Petrol","Auto",860000000
"2019-01-23",4,"used","Toyota","Vios","2005","23","123456","Petrol","Manual",165000000
"2019-01-23",2,"used","Toyota","Innova","2006","11","50000","Petrol","Manual",320000000
"2019-01-23",2,"used","Kia","Morning","2012","37","900000","Petrol","Manual",232000000
"2019-01-23",1,"used","Hyundai","Grand i10","2017","21","100000","Petrol","Manual",298000000
"2019-01-23",9,"used","Ford","EcoSport","2018","3","10000","Petrol","Auto",595000000
"2019-01-23",2,"used","Kia","Morning","2012","21","101000","Petrol","Manual",190000000
"2019-01-23",13,"used","Chevrolet","Cruze","2016","15","70000","Petrol","Manual",420000000
"2019-01-23",9,"used","Hyundai","Grand i10","2016","8","37000","Petrol","Manual",350000000
"2019-01-23",12,"used","Hyundai","Grand i10","2017","17","80000","Petrol","Manual",410000000
"2019-01-23",13,"used","Toyota","Camry","2013","13","62000","Petrol","Auto",845000000
"2019-01-23",13,"new","BMW","X1","2018","1","0","Petrol","Auto",1829000000
"2019-01-23",13,"new","Toyota","Fortuner","2019","1","0","Petrol","Auto",1150000000
"2019-01-23",13,"used","Mitsubishi","Grandis","2005","21","100000","Petrol","Auto",345000000
"2019-01-23",13,"new","Ford","Ranger","2019","1","0","Diesel","Auto",1198000000
"2019-01-23",13,"used","Ford","Everest","2014","18","85000","Diesel","Auto",659000000
"2019-01-23",13,"used","Hyundai","i20","2010","1","10","Petrol","Auto",370000000
"2019-01-23",13,"used","Nissan","Teana","2009","1","72","Petrol","Auto",460000000
"2019-01-23",12,"used","Mazda","CX 5","2017","6","29000","Petrol","Auto",865000000
"2019-01-23",12,"used","Kia","Rondo","2017","3","10000","Petrol","Auto",615000000
"2019-01-23",13,"used","Toyota","Fortuner","2010","19","90000","Petrol","Auto",540000000
"2019-01-23",13,"used","Toyota","Innova","2013","24","130000","Petrol","Manual",475000000
"2019-01-23",13,"used","GMC","Dòng khác","2008","26","150000","Diesel","Manual",95000000
"2019-01-23",5,"used","Ford","Ranger","2016","11","50000","Diesel","Auto",759000000
"2019-01-23",13,"used","Toyota","Yaris","2017","8","36450","Petrol","Auto",660000000
"2019-01-23",13,"new","Kia","Cerato","2019","1","0","Petrol","Manual",559000000
"2019-01-23",13,"new","Kia","Rondo","2019","1","0","Petrol","Auto",669000000
"2019-01-23",13,"used","Toyota","Fortuner","2014","14","67000","Petrol","Auto",850000000
"2019-01-23",13,"used","Toyota","Fortuner","2014","14","67000","Petrol","Auto",850000000
"2019-01-23",13,"new","Toyota","Vios","2019","1","0","Petrol","Manual",498000000
"2019-01-23",13,"used","BMW","Dòng khác","2003","15","73000","Petrol","Auto",235000000
"2019-01-23",5,"used","Honda","Accord","1996","26","155000","Petrol","Auto",135000000
"2019-01-23",1,"used","Toyota","Corolla Altis","2003","26","150000","Petrol","Manual",162000000
"2019-01-23",2,"used","BMW","Dòng khác","2004","19","90000","Petrol","Auto",290000000
"2019-01-23",12,"used","Suzuki","Vitara","2004","11","52000","Petrol","Manual",245000000
"2019-01-23",12,"used","Kia","Carens","2010","37","888888","Petrol","Auto",325000000
"2019-01-23",2,"used","Toyota","Innova","2006","28","170000","Petrol","Manual",330000000
"2019-01-23",3,"used","Mazda","CX 5","2016","9","40000","Petrol","Auto",820000000
"2019-01-23",13,"used","Toyota","Innova","2014","15","70000","Petrol","Auto",520000000
"2019-01-23",12,"used","BMW","X3","2012","9","40000","Petrol","Auto",1030000000
"2019-01-23",13,"used","Chrysler","300C","2010","19","90000","Petrol","Auto",820000000
"2019-01-23",7,"used","Kia","Morning","2013","1","70","Petrol","Manual",240000000
"2019-01-23",13,"used","BMW","Dòng khác","2014","9","40000","Petrol","Auto",1400000000
"2019-01-23",12,"used","Ford","Escape","2013","17","80000","Petrol","Auto",475000000
"2019-01-23",5,"new","Chevrolet","Trailblazer","2019","1","0","Diesel","Manual",895000000
"2019-01-23",12,"used","Isuzu","Dmax","2007","27","163250",,"Manual",290000000
"2019-01-23",12,"used","Toyota","Corolla Altis","2015","9","40000","Petrol","Auto",688000000
"2019-01-23",13,"new","Toyota","Wigo","2019","1","0","Petrol","Auto",405000000
"2019-01-23",5,"used","Toyota","Sienna","2006","22","111111","Petrol","Auto",520000000
"2019-01-23",5,"used","Toyota","Sienna","2006","22","111111","Petrol","Auto",520000000
"2019-01-23",13,"used","Suzuki","Super Carry Van","2005","1","1234","Petrol","Manual",105000000
"2019-01-23",10,"used","Mercedes Benz","GLK Class","2014","11","50000","Petrol","Auto",1200000000
"2019-01-23",13,"used","Hãng khác","Dòng khác","1980","32","250000","Petrol","Manual",137000000
"2019-01-23",13,"used","Hãng khác","Dòng khác","1980","32","250000","Petrol","Manual",137000000
"2019-01-23",2,"used","Toyota","Zace","2000","19","90000","Petrol","Manual",165000000
"2019-01-23",9,"used","Thaco","Foton","2006","1","555",,"Manual",60000000
"2019-01-23",5,"used","Nissan","Bluebird","1983","30","190000","Petrol","Manual",27000000
"2019-01-23",13,"new","Hyundai","Porter","2018","1","0","Diesel","Manual",518000000
"2019-01-23",13,"used","Toyota","Fortuner","2015","15","73500","Diesel","Manual",880000000
"2019-01-23",9,"used","Ford","Fiesta","2016","14","68000","Petrol","Auto",450000000
"2019-02-11",12,"used","Daewoo","Lanos","2004","7","30000","Petrol","Manual",70000000
"2019-02-11",12,"used","Mazda","6","2017","5","22000","Petrol","Auto",830000000
"2019-02-11",12,"used","Mercedes Benz","C Class","2016","5","22000","Petrol","Auto",1180000000
"2019-02-11",12,"used","Mercedes Benz","C Class","2015","9","40000","Petrol","Auto",1380000000
"2019-02-11",12,"used","Kia","Rio","2016","1","42","Petrol","Auto",476000000
"2019-02-11",2,"used","Honda","Accord","1994","20","99999","Petrol","Manual",115000000
"2019-02-11",2,"used","Mitsubishi","Dòng khác","1997","25","140000","Petrol","Manual",95000000
"2019-02-11",1,"used","Hyundai","Azera","2010","1","10","Petrol","Auto",285000000
"2019-02-11",12,"used","Hãng khác","Dòng khác","2017","6","26000","Diesel","Manual",495000000
"2019-02-11",2,"used","Mercedes Benz","C Class","2011","19","90000","Petrol","Auto",670000000
"2019-02-11",4,"used","Chevrolet","Spark","2009","3","10000","Petrol","Manual",96000000
"2019-02-11",12,"new","Hyundai","Accent","2019","1","0","Petrol","Manual",425000000
"2019-02-11",1,"used","Chevrolet","Captiva","2010","4","15000","Petrol","Manual",305000000
"2019-02-11",9,"used","Vinaxuki","3500TL","2008","5","20000","Diesel","Manual",79000000
"2019-02-11",9,"used","Toyota","Zace","2000","5","23506","Petrol","Manual",173000000
"2019-02-11",9,"used","Toyota","Zace","2000","6","25360","Petrol","Manual",172000000
"2019-02-11",9,"used","Toyota","Zace","2000","5","23580","Petrol","Manual",172000000
"2019-02-11",12,"new","Ford","Everest","2018","1","0","Diesel","Auto",1399000000
"2019-02-11",12,"used","Toyota","Land Cruiser","1997","23","120000","Petrol","Manual",180000000
"2019-02-12",13,"used","Nissan","Navara","2016","6","26000","Diesel","Auto",700000000
"2019-02-12",1,"used","Ford","Transit","2002","8","35000","Diesel","Manual",80000000
"2019-02-12",13,"used","BMW","3 Series","2004","21","100000","Petrol","Both",285000000
"2019-02-12",2,"new","Hyundai","Elantra","2019","1","0","Petrol","Manual",550000000
"2019-02-12",13,"used","Toyota","Vios","2018","1","4700","Petrol","Manual",518000000
"2019-02-12",12,"used","Toyota","Vios","2009","21","100000","Petrol","Auto",380000000
"2019-02-12",8,"used","Suzuki","Super Carry Truck","2010","37","751901","Petrol","Manual",130000000
"2019-02-12",7,"used","Toyota","Innova","2013","16","79000","Petrol","Manual",485000000
"2019-02-12",13,"used","Chevrolet","Cruze","2017","6","25000","Petrol","Manual",485000000
"2019-02-12",2,"used","Kia","Morning","2012","1","118","Petrol","Manual",179000000
"2019-02-12",3,"used","Mazda","3","2014","12","59000","Petrol","Auto",485000000
"2019-02-12",13,"used","Toyota","Sienna","2010","7","32000",,"Auto",1050000000
"2019-02-12",2,"used","Kia","Morning","2012","10","49000","Petrol","Manual",200000000
"2019-02-12",8,"used","Isuzu","Hi lander","2007","4","18756","Diesel","Manual",265000000
"2019-02-12",8,"used","Isuzu","Hi lander","2007","4","18756","Diesel","Manual",265000000
"2019-02-12",2,"new","Ford","Transit","2018","1","0","Diesel","Manual",872000000
"2019-02-12",6,"new","Mitsubishi","Attrage","2019","1","0","Petrol","Manual",375500000
"2019-02-12",6,"new","Mitsubishi","Attrage","2019","1","0","Petrol","Manual",375500000
"2019-02-12",13,"used","Ford","Ranger","2014","9","42000","Diesel","Auto",650000000
"2019-02-12",13,"used","Toyota","Innova","2007","1","132","Petrol","Manual",258000000
"2019-02-12",13,"new","Toyota","Corolla Altis","2019","1","0","Petrol","Auto",766000000
"2019-02-12",13,"new","Toyota","Wigo","2019","1","0","Petrol","Manual",345000000
"2019-02-12",13,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-02-12",13,"used","Toyota","Innova","2017","11","50000","Petrol","Manual",665000000
"2019-02-12",13,"used","Isuzu","Amigo","2008","37","600000","Diesel","Manual",120000000
"2019-02-12",13,"used","Suzuki","Swift","2014","10","45000","Petrol","Auto",405000000
"2019-02-12",13,"used","Kia","Carens","2015","12","57000","Petrol","Manual",378000000
"2019-02-12",13,"used","Ford","Everest","2006","16","79000","Petrol","Manual",256000000
"2019-02-12",13,"used","Toyota","Zace","2005","32","298000","Petrol","Manual",285000000
"2019-02-12",13,"used","Ford","Everest","2007","27","165000","Diesel","Manual",329000000
"2019-02-12",5,"used","Toyota","Innova","2006","23","123456","Petrol","Manual",325000000
"2019-02-12",12,"used","Mazda","CX 5","2018","2","8000","Petrol","Auto",1040000000
"2019-02-12",12,"used","Hyundai","Santa Fe","2017","4","15000","Diesel","Auto",1195000000
"2019-02-12",12,"used","Mercedes Benz","GLC","2018","1","3000","Petrol","Auto",2180000000
"2019-02-12",13,"new","Honda","City","2019","1","0","Petrol","Auto",599000000
"2019-02-12",1,"used","Toyota","Camry","2007","4","17000","Petrol","Auto",525000000
"2019-02-12",1,"used","Toyota","Camry","2007","4","17000","Petrol","Auto",525000000
"2019-02-12",3,"used","Hyundai","Avante","2015","15","70000","Petrol","Auto",425000000
"2019-02-12",6,"used","Mazda","323","2001","26","150000","Petrol","Manual",170000000
"2019-02-12",3,"new","Hyundai","Elantra","2019","1","0","Petrol","Manual",549000000
"2019-02-12",3,"new","Hyundai","Santa Fe","2019","1","0","Petrol","Auto",995000000
"2019-02-12",3,"new","Hyundai","Kona","2019","1","0","Petrol","Auto",615000000
"2019-02-12",13,"used","Toyota","Corona","1990","11","50000","Petrol","Manual",85000000
"2019-02-12",13,"used","Toyota","Corona","1990","11","50000","Petrol","Manual",85000000
"2019-02-12",2,"used","Mercedes Benz","Sprinter","2005","1","500","Diesel","Manual",200000000
"2019-02-12",13,"new","Ford","Everest","2019","1","0","Diesel","Auto",1399000000
"2019-02-12",13,"new","Mazda","2","2018","1","0","Petrol","Auto",559000000
"2019-02-12",13,"used","Chevrolet","Cruze","2016","10","46000","Petrol","Auto",495000000
"2019-02-12",13,"used","Fiat","Siena","2003","11","52000","Petrol","Manual",90000000
"2019-02-12",13,"used","Fiat","Siena","2003","11","52000","Petrol","Manual",90000000
"2019-02-12",13,"used","Hyundai","Grand i10","2018","3","14500","Petrol","Manual",370000000
"2019-02-12",13,"used","Toyota","Innova","2017","11","51000","Petrol","Manual",702000000
"2019-02-12",13,"new","Toyota","Vios","2019","1","0","Petrol","Manual",506000000
"2019-02-12",13,"new","Honda","Brio","2019","1","0","Petrol","Auto",20000000
"2019-02-12",2,"used","Chevrolet","Orlando","2012","16","76000","Petrol","Auto",460000000
"2019-02-12",13,"used","Chevrolet","Spark","2013","10","45678","Petrol","Manual",195000000
"2019-02-12",13,"new","Hyundai","Elantra","2019","1","0","Petrol","Auto",739000000
"2019-02-12",3,"new","Mitsubishi","Xpander","2019","1","0","Petrol","Manual",550000000
"2019-02-12",5,"new","Ford","Ranger","2018","1","0","Diesel","Auto",630000000
"2019-02-12",8,"used","Honda","Civic","2018","1","2300","Petrol","Auto",810000000
"2019-02-12",12,"used","Daihatsu","Dòng khác","1994","6","29000","Petrol","Manual",43000000
"2019-02-12",2,"used","Isuzu","Dòng khác","2008","31","220000","Diesel",,410000000
"2019-02-12",1,"used","Toyota","Zace","2001","9","42000","Petrol","Manual",180000000
"2019-02-12",9,"used","Mitsubishi","Jolie","2002","1","300","Petrol","Manual",135000000
"2019-02-12",12,"used","Toyota","Fortuner","2009","23","129000","Petrol","Auto",480000000
"2019-02-12",13,"new","Ford","Ranger","2019","1","0","Diesel","Manual",619000000
"2019-02-12",12,"used","Kia","Carens","2007","26","151000","Petrol","Auto",320000000
"2019-02-12",12,"used","Kia","Rondo","2017","5","20860","Petrol","Auto",680000000
"2019-02-12",3,"used","Ford","Everest","2008","32","270000","Diesel","Manual",355000000
"2019-02-12",11,"used","Ford","Transit","2006","23","123456","Diesel","Manual",150000000
"2019-02-12",2,"new","Hyundai","Accent","2019","1","0","Petrol","Auto",499000000
"2019-02-12",12,"used","Daewoo","Matiz","2005","11","50000","Petrol","Manual",53000000
"2019-02-12",3,"new","Hyundai","Accent","2019","1","0","Petrol","Manual",425000000
"2019-02-12",5,"used","Toyota","Camry","2006","17","80000","Petrol","Auto",580000000
"2019-02-12",4,"used","Kia","Morning","2011","20","99999",,"Manual",158100000
"2019-02-12",5,"new","Kia","Morning","2019","1","0","Petrol","Auto",355000000
"2019-02-12",3,"used","Honda","CR V","2009","31","240000","Petrol","Auto",550000000
"2019-02-12",13,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-02-12",9,"used","Ford","Everest","2010","20","99000","Diesel","Manual",111111000
"2019-02-12",13,"used","Mazda","3","2017","2","9500","Petrol","Auto",659000000
"2019-02-12",13,"used","Toyota","Innova","2017","11","54000","Petrol","Manual",709000000
"2019-02-12",13,"used","Toyota","Innova","2017","9","40000","Petrol","Auto",739000000
"2019-02-12",1,"used","Hyundai","Grand i10","2016","1","4","Petrol","Manual",328000000
"2019-02-12",6,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-02-12",13,"used","Kia","Cerato","2018","3","12000","Petrol","Auto",590000000
"2019-02-12",13,"new","Toyota","Fortuner","2019","1","0","Petrol","Auto",1094000000
"2019-02-12",13,"new","Toyota","Fortuner","2019","1","0","Petrol","Auto",1094000000
"2019-02-12",13,"new","Toyota","Vios","2019","1","0","Petrol","Auto",581000000
"2019-02-12",13,"used","Toyota","Corolla","1995","1","1500","Petrol","Manual",130000000
"2019-02-12",13,"new","Honda","City","2019","1","0","Petrol","Auto",599000000
"2019-02-12",2,"new","Toyota","Vios","2019","1","0","Petrol","Both",606000000
"2019-02-12",13,"new","Chevrolet","Colorado","2019","1","0","Diesel","Manual",624000000
"2019-02-12",13,"new","Chevrolet","Spark","2019","1","0","Petrol","Manual",299000000
"2019-02-12",13,"new","Mazda","CX 5","2019","1","0","Petrol","Auto",999000000
"2019-02-12",13,"new","Chevrolet","Trailblazer","2019","1","0","Diesel","Auto",1036000000
"2019-02-12",13,"used","Kia","Carens","2010","1","110","Petrol","Auto",328000000
"2019-02-12",13,"used","Toyota","Camry","2010","31","220000","Petrol","Auto",300000000
"2019-02-12",13,"used","Toyota","Camry","2010","31","220000","Petrol","Auto",300000000
"2019-02-12",2,"used","Hyundai","Grand i10","2016","15","70000","Petrol","Manual",60000000
"2019-02-12",3,"used","Ford","Everest","2006","32","250000","Diesel","Manual",255000000
"2019-02-12",3,"new","Mitsubishi","Xpander","2019","1","0","Petrol","Manual",550000000
"2019-02-12",9,"used","Toyota","Innova","2010","1","1200","Petrol","Manual",360000000
"2019-02-12",13,"used","Mercedes Benz","Sprinter","2009","1","201",,"Manual",345000000
"2019-02-12",13,"new","Toyota","Innova","2019","1","0","Petrol","Manual",746000000
"2019-02-12",2,"used","Honda","Civic","2007","17","80000","Petrol","Auto",310000000
"2019-02-12",12,"used","Toyota","Innova","2007","1","11","Petrol","Manual",350000000
"2019-02-12",13,"used","Honda","City","2017","4","19000","Petrol","Auto",590000000
"2019-02-12",13,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-02-12",13,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-02-12",13,"new","Toyota","Innova","2019","1","0","Petrol","Manual",746000000
"2019-02-12",13,"new","Toyota","Fortuner","2019","1","0","Diesel","Auto",1102000000
"2019-02-12",13,"used","Ford","Everest","2014","12","57000","Diesel","Manual",635000000
"2019-02-12",13,"used","Kia","Carens","2015","12","57000",,"Manual",378000000
"2019-02-12",13,"new","Kia","Frontier","2019","1",,"Diesel",,335000000
"2019-02-12",5,"used","Ford","Everest","2006","27","167000","Petrol","Manual",235000000
"2019-02-12",5,"used","Volkswagen","Beetle","2008","12","55000",,"Auto",600000000
"2019-02-12",5,"used","Nissan","Bluebird","1985","11","50000","Petrol","Manual",32500000
"2019-02-12",12,"used","Toyota","Vios","2013","29","180000","Petrol","Manual",380000000
"2019-02-12",2,"used","Ford","Everest","2005","23","125000","Petrol","Manual",198000000
"2019-02-12",13,"new","Hyundai","Accent","2018","1","0","Petrol","Manual",480000000
"2019-02-12",6,"used","Kia","Morning","2013","22","110000","Petrol","Auto",330000000
"2019-02-12",2,"used","Mitsubishi","Jolie","2005","33","300000","Petrol","Manual",280000000
"2019-02-12",6,"used","Chevrolet","Cruze","2011","14","65000","Petrol","Auto",345000000
"2019-02-12",4,"used","Nissan","Sunny","2015","12","58000","Petrol","Auto",395000000
"2019-01-23",13,"new","Ford","Everest","2019","1","0","Diesel","Both",1177000000
"2019-01-23",13,"used","Hyundai","Grand i10","2016","8","39000","Petrol","Manual",349000000
"2019-01-23",9,"used","Nissan","Bluebird","1987","23","123456","Petrol","Manual",55000000
"2019-01-23",13,"used","Hyundai","Accent","2018","2","8700","Petrol","Auto",578000000
"2019-01-23",9,"used","Toyota","Innova","2007","1","1234","Petrol","Manual",235000000
"2019-01-23",12,"used","Mazda","2","2017","4","15000","Petrol","Auto",515000000
"2019-01-23",12,"used","Toyota","Land Cruiser Prado","2013","15","72000","Petrol","Auto",1580000000
"2019-01-23",12,"used","Hyundai","Santa Fe","2017","5","20000","Diesel","Auto",1090000000
"2019-01-23",12,"new","Suzuki","Celerio","2019","1","0","Petrol","Auto",329000000
"2019-01-23",2,"used","Chevrolet","Cruze","2013","16","77000","Petrol","Manual",350000000
"2019-01-23",13,"used","Toyota","Innova","2007","24","137000","Petrol","Manual",240000000
"2019-01-23",2,"used","Toyota","Corolla Altis","1988","37","1000000","Petrol","Manual",55000000
"2019-01-23",12,"used","Suzuki","Swift","2015","1","0","Petrol","Auto",475000000
"2019-01-23",3,"new","Hyundai","Universe","2017","1","0","Diesel","Manual",250000000
"2019-01-23",5,"used","Mazda","3","2017","2","9500","Petrol","Auto",680000000
"2019-01-23",7,"used","Kia","Cerato","2009","16","78000","Petrol","Manual",313000000
"2019-01-23",9,"used","Ford","Everest","2010","20","99000","Diesel","Manual",445000000
"2019-01-23",13,"used","Toyota","Hilux","2010","30","194000","Diesel","Manual",400000000
"2019-01-23",3,"new","Kia","Sedona","2018","1","0",,"Auto",1129000000
"2019-01-23",12,"used","Kia","Sedona","2015","8","39000","Petrol","Auto",935000000
"2019-01-23",2,"used","Toyota","Fortuner","2017","4","17000","Petrol","Auto",1280000000
"2019-01-23",13,"used","Toyota","Fortuner","2009","24","137000","Diesel","Manual",643000000
"2019-01-23",12,"used","Kia","Morning","2014","17","82000","Petrol","Auto",282000000
"2019-01-23",8,"used","Ford","Everest","2007","24","130000","Petrol","Manual",265000000
"2019-01-23",13,"used","Toyota","Innova","2017","11","54000","Petrol","Manual",709000000
"2019-01-23",12,"used","Ford","Focus","2007","24","130000","Petrol","Auto",275000000
"2019-01-23",2,"used","Toyota","Camry","1993","29","186000",,"Manual",47000000
"2019-01-23",13,"used","Toyota","Fortuner","2015","16","77000","Diesel","Manual",839000000
"2019-01-23",5,"used","Toyota","Zace","2003","35","412911","Petrol","Manual",185000000
"2019-01-23",3,"used","BMW","5 Series","2005","20","99099","Petrol","Manual",335000000
"2019-01-23",9,"used","Chevrolet","Cruze","2011","1","88","Petrol","Manual",287000000
"2019-01-23",9,"used","Mitsubishi","Jolie","2005","10","45000","Petrol","Manual",185000000
"2019-01-23",12,"used","Hyundai","Grand i10","2015","15","70000","Petrol","Manual",275000000
"2019-01-23",1,"used","Toyota","Corolla","1998","7","30000",,"Manual",152000000
"2019-01-23",12,"used","Kia","Sorento","2017","7","30000","Diesel","Auto",920000000
"2019-01-23",12,"used","Hyundai","Grand i10","2015","13","62000","Petrol","Manual",279000000
"2019-01-23",12,"used","Honda","City","2016","8","38000","Petrol","Auto",538000000
"2019-01-23",12,"used","Mercedes Benz","S Class","2016","7","34000","Petrol","Auto",3288000000
"2019-01-23",13,"used","Ford","Transit","2016","13","62000","Diesel","Manual",575000000
"2019-01-23",13,"used","Honda","City","2018","1","400","Petrol","Auto",8000000
"2019-01-23",2,"used","Hyundai","Grand i10","2014","11","51000","Petrol","Manual",259000000
"2019-01-23",12,"used","Toyota","Innova","2015","13","60000","Petrol","Manual",532000000
"2019-01-23",10,"used","Hyundai","Grand i10","2008","21","100000","Petrol","Auto",148000000
"2019-01-23",13,"used","Kia","Sorento","2017","5","23000","Petrol","Auto",686000000
"2019-01-23",12,"used","Toyota","Fortuner","2014","8","35000","Petrol","Auto",799000000
"2019-01-23",1,"used","Kia","K2700","2009","23","123456",,"Manual",165000000
"2019-01-23",10,"used","Kia","Spectra","2004","5","20000","Petrol","Manual",117000000
"2019-01-23",13,"used","Audi","A8","2011","13","60000","Petrol","Auto",2100000000
"2019-01-23",13,"used","Mercedes Benz","G Class","2015","11","50000","Petrol","Auto",3600000000
"2019-01-23",13,"used","Mitsubishi","Jolie","2004","21","100000","Petrol","Manual",125000000
"2019-01-23",2,"used","Daewoo","GentraX","2011","26","158000","Petrol","Auto",265000000
"2019-01-23",4,"new","Kia","Morning","2019","1","0","Petrol","Both",355000000
